Measurement Time,Port 1 MPS-1 Water Potential Potential kPa,Port 2 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 3 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 4 MPS-1 Water Potential Potential kPa
08 Jul 2012 09:30 PM,-59,0.134,0.189,-25
08 Jul 2012 10:00 PM,-59,0.134,0.188,-25
08 Jul 2012 10:30 PM,-59,0.134,0.188,-25
08 Jul 2012 11:00 PM,-60,0.134,0.188,-26
08 Jul 2012 11:30 PM,-60,0.134,0.188,-26
09 Jul 2012 12:00 AM,-60,0.134,0.187,-26
09 Jul 2012 12:30 AM,-60,0.134,0.186,-26
09 Jul 2012 01:00 AM,-60,0.134,0.186,-27
09 Jul 2012 01:30 AM,-61,0.134,0.186,-27
09 Jul 2012 02:00 AM,-61,0.134,0.186,-27
09 Jul 2012 02:30 AM,-61,0.134,0.186,-27
09 Jul 2012 03:00 AM,-61,0.134,0.186,-27
09 Jul 2012 03:30 AM,-62,0.134,0.186,-28
09 Jul 2012 04:00 AM,-62,0.133,0.186,-28
09 Jul 2012 04:30 AM,-62,0.133,0.186,-28
09 Jul 2012 05:00 AM,-62,0.133,0.185,-28
09 Jul 2012 05:30 AM,-63,0.133,0.185,-28
09 Jul 2012 06:00 AM,-63,0.133,0.185,-29
09 Jul 2012 06:30 AM,-63,0.132,0.185,-29
09 Jul 2012 07:00 AM,-63,0.132,0.185,-29
09 Jul 2012 07:30 AM,-63,0.132,0.185,-29
09 Jul 2012 08:00 AM,-63,0.132,0.185,-29
09 Jul 2012 08:30 AM,-63,0.132,0.185,-29
09 Jul 2012 09:00 AM,-63,0.132,0.184,-29
09 Jul 2012 09:30 AM,-64,0.131,0.184,-29
09 Jul 2012 10:00 AM,-64,0.13,0.183,-30
09 Jul 2012 10:30 AM,-64,0.129,0.183,-30
09 Jul 2012 11:00 AM,-64,0.128,0.183,-30
09 Jul 2012 11:30 AM,-64,0.128,0.183,-30
09 Jul 2012 12:00 PM,-64,0.127,0.183,-30
09 Jul 2012 12:30 PM,-64,0.126,0.183,-31
09 Jul 2012 01:00 PM,-64,0.125,0.183,-31
09 Jul 2012 01:30 PM,-64,0.123,0.182,-31
09 Jul 2012 02:00 PM,-65,0.123,0.182,-31
09 Jul 2012 02:30 PM,-65,0.122,0.182,-31
09 Jul 2012 03:00 PM,-65,0.122,0.182,-31
09 Jul 2012 03:30 PM,-66,0.122,0.181,-31
09 Jul 2012 04:00 PM,-65,0.121,0.181,-31
09 Jul 2012 04:30 PM,-66,0.12,0.181,-31
09 Jul 2012 05:00 PM,-66,0.119,0.181,-32
09 Jul 2012 05:30 PM,-66,0.118,0.181,-32
09 Jul 2012 06:00 PM,-67,0.118,0.18,-32
09 Jul 2012 06:30 PM,-66,0.117,0.18,-32
09 Jul 2012 07:00 PM,-67,0.117,0.18,-32
09 Jul 2012 07:30 PM,-67,0.117,0.18,-32
09 Jul 2012 08:00 PM,-68,0.117,0.18,-32
09 Jul 2012 08:30 PM,-68,0.117,0.18,-32
09 Jul 2012 09:00 PM,-68,0.117,0.18,-33
09 Jul 2012 09:30 PM,-68,0.117,0.18,-33
09 Jul 2012 10:00 PM,-68,0.117,0.179,-33
09 Jul 2012 10:30 PM,-69,0.117,0.179,-33
09 Jul 2012 11:00 PM,-69,0.117,0.179,-34
09 Jul 2012 11:30 PM,-69,0.117,0.179,-34
10 Jul 2012 12:00 AM,-70,0.117,0.179,-34
10 Jul 2012 12:30 AM,-70,0.117,0.179,-34
10 Jul 2012 01:00 AM,-70,0.117,0.179,-34
10 Jul 2012 01:30 AM,-71,0.117,0.179,-35
10 Jul 2012 02:00 AM,-71,0.117,0.179,-35
10 Jul 2012 02:30 AM,-71,0.117,0.179,-35
10 Jul 2012 03:00 AM,-71,0.117,0.179,-36
10 Jul 2012 03:30 AM,-72,0.117,0.179,-36
10 Jul 2012 04:00 AM,-71,0.117,0.178,-36
10 Jul 2012 04:30 AM,-72,0.116,0.178,-36
10 Jul 2012 05:00 AM,-72,0.116,0.178,-36
10 Jul 2012 05:30 AM,-52,0.213,0.179,-33
10 Jul 2012 06:00 AM,-17,0.493,0.369,-14
10 Jul 2012 06:30 AM,-17,0.477,0.383,-14
10 Jul 2012 07:00 AM,-17,0.468,0.382,-15
10 Jul 2012 07:30 AM,-17,0.457,0.379,-15
10 Jul 2012 08:00 AM,-17,0.451,0.378,-15
10 Jul 2012 08:30 AM,-17,0.447,0.377,-15
10 Jul 2012 09:00 AM,-17,0.442,0.376,-15
10 Jul 2012 09:30 AM,-17,0.438,0.374,-16
10 Jul 2012 10:00 AM,-17,0.434,0.372,-16
10 Jul 2012 10:30 AM,-17,0.43,0.372,-16
10 Jul 2012 11:00 AM,-17,0.428,0.372,-16
10 Jul 2012 11:30 AM,-17,0.425,0.372,-16
10 Jul 2012 12:00 PM,-17,0.422,0.372,-16
10 Jul 2012 12:30 PM,-17,0.418,0.371,-16
10 Jul 2012 01:00 PM,-17,0.414,0.37,-16
10 Jul 2012 01:30 PM,-17,0.411,0.369,-16
10 Jul 2012 02:00 PM,-17,0.407,0.369,-16
10 Jul 2012 02:30 PM,-17,0.403,0.368,-16
10 Jul 2012 03:00 PM,-17,0.4,0.367,-16
10 Jul 2012 03:30 PM,-17,0.395,0.366,-16
10 Jul 2012 04:00 PM,-17,0.391,0.366,-16
10 Jul 2012 04:30 PM,-17,0.388,0.365,-16
10 Jul 2012 05:00 PM,-17,0.383,0.364,-16
10 Jul 2012 05:30 PM,-17,0.379,0.362,-16
10 Jul 2012 06:00 PM,-17,0.375,0.362,-16
10 Jul 2012 06:30 PM,-17,0.371,0.361,-16
10 Jul 2012 07:00 PM,-17,0.367,0.361,-16
10 Jul 2012 07:30 PM,-17,0.363,0.36,-15
10 Jul 2012 08:00 PM,-17,0.359,0.359,-15
10 Jul 2012 08:30 PM,-17,0.355,0.359,-15
10 Jul 2012 09:00 PM,-17,0.352,0.358,-15
10 Jul 2012 09:30 PM,-17,0.349,0.357,-15
10 Jul 2012 10:00 PM,-17,0.346,0.356,-15
10 Jul 2012 10:30 PM,-17,0.343,0.355,-15
10 Jul 2012 11:00 PM,-17,0.341,0.355,-15
10 Jul 2012 11:30 PM,-17,0.338,0.355,-15
11 Jul 2012 12:00 AM,-17,0.336,0.354,-15
11 Jul 2012 12:30 AM,-17,0.333,0.354,-15
11 Jul 2012 01:00 AM,-17,0.331,0.353,-15
11 Jul 2012 01:30 AM,-18,0.329,0.352,-15
11 Jul 2012 02:00 AM,-18,0.327,0.352,-15
11 Jul 2012 02:30 AM,-18,0.325,0.351,-15
11 Jul 2012 03:00 AM,-18,0.323,0.35,-15
11 Jul 2012 03:30 AM,-18,0.321,0.35,-15
11 Jul 2012 04:00 AM,-18,0.32,0.349,-15
11 Jul 2012 04:30 AM,-18,0.318,0.349,-15
11 Jul 2012 05:00 AM,-18,0.316,0.349,-15
11 Jul 2012 05:30 AM,-18,0.315,0.348,-15
11 Jul 2012 06:00 AM,-18,0.319,0.347,-15
11 Jul 2012 06:30 AM,-18,0.326,0.347,-15
11 Jul 2012 07:00 AM,-18,0.332,0.349,-15
11 Jul 2012 07:30 AM,-18,0.338,0.349,-15
11 Jul 2012 08:00 AM,-18,0.341,0.351,-15
11 Jul 2012 08:30 AM,-18,0.342,0.352,-15
11 Jul 2012 09:00 AM,-18,0.343,0.354,-15
11 Jul 2012 09:30 AM,-18,0.343,0.355,-15
11 Jul 2012 10:00 AM,-18,0.343,0.355,-15
11 Jul 2012 10:30 AM,-18,0.343,0.355,-15
11 Jul 2012 11:00 AM,-18,0.343,0.355,-15
11 Jul 2012 11:30 AM,-18,0.342,0.355,-15
11 Jul 2012 12:00 PM,-18,0.342,0.356,-15
11 Jul 2012 12:30 PM,-18,0.342,0.356,-15
11 Jul 2012 01:00 PM,-18,0.341,0.357,-15
11 Jul 2012 01:30 PM,-19,0.34,0.357,-15
11 Jul 2012 02:00 PM,-19,0.338,0.357,-15
11 Jul 2012 02:30 PM,-19,0.338,0.357,-15
11 Jul 2012 03:00 PM,-19,0.337,0.357,-15
11 Jul 2012 03:30 PM,-19,0.335,0.357,-15
11 Jul 2012 04:00 PM,-19,0.334,0.357,-15
11 Jul 2012 04:30 PM,-19,0.332,0.357,-15
11 Jul 2012 05:00 PM,-19,0.331,0.356,-15
11 Jul 2012 05:30 PM,-19,0.329,0.356,-15
11 Jul 2012 06:00 PM,-19,0.327,0.355,-15
11 Jul 2012 06:30 PM,-19,0.326,0.355,-15
11 Jul 2012 07:00 PM,-19,0.325,0.355,-15
11 Jul 2012 07:30 PM,-19,0.323,0.355,-15
11 Jul 2012 08:00 PM,-20,0.321,0.355,-15
11 Jul 2012 08:30 PM,-20,0.32,0.355,-15
11 Jul 2012 09:00 PM,-20,0.318,0.355,-15
11 Jul 2012 09:30 PM,-20,0.317,0.355,-15
11 Jul 2012 10:00 PM,-20,0.315,0.355,-15
11 Jul 2012 10:30 PM,-20,0.315,0.354,-15
11 Jul 2012 11:00 PM,-20,0.313,0.354,-15
11 Jul 2012 11:30 PM,-20,0.311,0.354,-15
12 Jul 2012 12:00 AM,-20,0.31,0.354,-15
12 Jul 2012 12:30 AM,-20,0.31,0.353,-15
12 Jul 2012 01:00 AM,-20,0.308,0.353,-15
12 Jul 2012 01:30 AM,-21,0.307,0.352,-15
12 Jul 2012 02:00 AM,-21,0.305,0.352,-15
12 Jul 2012 02:30 AM,-21,0.304,0.352,-15
12 Jul 2012 03:00 AM,-21,0.304,0.352,-15
12 Jul 2012 03:30 AM,-21,0.302,0.351,-15
12 Jul 2012 04:00 AM,-21,0.301,0.351,-15
12 Jul 2012 04:30 AM,-21,0.3,0.351,-15
12 Jul 2012 05:00 AM,-21,0.298,0.35,-15
12 Jul 2012 05:30 AM,-21,0.298,0.35,-15
12 Jul 2012 06:00 AM,-21,0.297,0.35,-15
12 Jul 2012 06:30 AM,-21,0.295,0.349,-15
12 Jul 2012 07:00 AM,-22,0.294,0.349,-15
12 Jul 2012 07:30 AM,-22,0.293,0.349,-15
12 Jul 2012 08:00 AM,-22,0.292,0.349,-15
12 Jul 2012 08:30 AM,-22,0.291,0.349,-15
12 Jul 2012 09:00 AM,-22,0.291,0.349,-15
12 Jul 2012 09:30 AM,-22,0.289,0.348,-15
12 Jul 2012 10:00 AM,-22,0.287,0.348,-15
12 Jul 2012 10:30 AM,-22,0.286,0.347,-15
12 Jul 2012 11:00 AM,-23,0.284,0.347,-15
12 Jul 2012 11:30 AM,-23,0.281,0.346,-15
12 Jul 2012 12:00 PM,-23,0.28,0.346,-15
12 Jul 2012 12:30 PM,-23,0.277,0.345,-15
12 Jul 2012 01:00 PM,-23,0.275,0.345,-15
12 Jul 2012 01:30 PM,-23,0.274,0.345,-15
12 Jul 2012 02:00 PM,-23,0.271,0.344,-15
12 Jul 2012 02:30 PM,-24,0.269,0.343,-15
12 Jul 2012 03:00 PM,-24,0.267,0.343,-15
12 Jul 2012 03:30 PM,-24,0.265,0.343,-15
12 Jul 2012 04:00 PM,-24,0.264,0.342,-15
12 Jul 2012 04:30 PM,-24,0.262,0.342,-15
12 Jul 2012 05:00 PM,-25,0.26,0.341,-15
12 Jul 2012 05:30 PM,-25,0.258,0.34,-15
12 Jul 2012 06:00 PM,-25,0.256,0.34,-15
12 Jul 2012 06:30 PM,-25,0.254,0.339,-15
12 Jul 2012 07:00 PM,-25,0.253,0.338,-15
12 Jul 2012 07:30 PM,-26,0.252,0.338,-15
12 Jul 2012 08:00 PM,-26,0.251,0.338,-15
12 Jul 2012 08:30 PM,-26,0.25,0.338,-15
12 Jul 2012 09:00 PM,-26,0.249,0.337,-15
12 Jul 2012 09:30 PM,-27,0.248,0.336,-15
12 Jul 2012 10:00 PM,-27,0.247,0.335,-15
12 Jul 2012 10:30 PM,-27,0.247,0.335,-15
12 Jul 2012 11:00 PM,-27,0.246,0.335,-15
12 Jul 2012 11:30 PM,-27,0.245,0.334,-15
13 Jul 2012 12:00 AM,-27,0.244,0.334,-15
13 Jul 2012 12:30 AM,-27,0.243,0.333,-15
13 Jul 2012 01:00 AM,-28,0.243,0.333,-15
13 Jul 2012 01:30 AM,-28,0.242,0.332,-15
13 Jul 2012 02:00 AM,-28,0.241,0.332,-15
13 Jul 2012 02:30 AM,-28,0.241,0.332,-15
13 Jul 2012 03:00 AM,-28,0.24,0.332,-15
13 Jul 2012 03:30 AM,-28,0.239,0.331,-15
13 Jul 2012 04:00 AM,-29,0.238,0.33,-15
13 Jul 2012 04:30 AM,-29,0.237,0.33,-15
13 Jul 2012 05:00 AM,-29,0.237,0.329,-15
13 Jul 2012 05:30 AM,-29,0.236,0.328,-16
13 Jul 2012 06:00 AM,-29,0.236,0.328,-16
13 Jul 2012 06:30 AM,-29,0.235,0.328,-16
13 Jul 2012 07:00 AM,-30,0.234,0.327,-16
13 Jul 2012 07:30 AM,-30,0.233,0.327,-16
13 Jul 2012 08:00 AM,-30,0.232,0.326,-16
13 Jul 2012 08:30 AM,-30,0.231,0.326,-16
13 Jul 2012 09:00 AM,-30,0.23,0.325,-16
13 Jul 2012 09:30 AM,-30,0.229,0.325,-16
13 Jul 2012 10:00 AM,-31,0.227,0.325,-16
13 Jul 2012 10:30 AM,-31,0.225,0.324,-16
13 Jul 2012 11:00 AM,-31,0.223,0.324,-16
13 Jul 2012 11:30 AM,-32,0.22,0.323,-16
13 Jul 2012 12:00 PM,-32,0.218,0.322,-16
13 Jul 2012 12:30 PM,-32,0.215,0.321,-17
13 Jul 2012 01:00 PM,-33,0.213,0.321,-17
13 Jul 2012 01:30 PM,-33,0.21,0.321,-17
13 Jul 2012 02:00 PM,-33,0.208,0.321,-17
13 Jul 2012 02:30 PM,-34,0.207,0.32,-17
13 Jul 2012 03:00 PM,-34,0.205,0.319,-17
13 Jul 2012 03:30 PM,-35,0.203,0.318,-17
13 Jul 2012 04:00 PM,-35,0.202,0.318,-17
13 Jul 2012 04:30 PM,-36,0.2,0.317,-17
13 Jul 2012 05:00 PM,-36,0.199,0.316,-17
13 Jul 2012 05:30 PM,-36,0.198,0.315,-17
13 Jul 2012 06:00 PM,-36,0.196,0.315,-17
13 Jul 2012 06:30 PM,-37,0.196,0.315,-17
13 Jul 2012 07:00 PM,-37,0.196,0.315,-17
13 Jul 2012 07:30 PM,-38,0.195,0.314,-18
13 Jul 2012 08:00 PM,-38,0.194,0.313,-18
13 Jul 2012 08:30 PM,-38,0.194,0.313,-18
13 Jul 2012 09:00 PM,-39,0.193,0.311,-18
13 Jul 2012 09:30 PM,-39,0.193,0.311,-18
13 Jul 2012 10:00 PM,-39,0.193,0.311,-18
13 Jul 2012 10:30 PM,-39,0.193,0.31,-18
13 Jul 2012 11:00 PM,-40,0.193,0.31,-18
13 Jul 2012 11:30 PM,-40,0.193,0.31,-18
14 Jul 2012 12:00 AM,-40,0.193,0.309,-18
14 Jul 2012 12:30 AM,-40,0.193,0.309,-18
14 Jul 2012 01:00 AM,-40,0.193,0.308,-18
14 Jul 2012 01:30 AM,-40,0.192,0.308,-18
14 Jul 2012 02:00 AM,-40,0.192,0.308,-18
14 Jul 2012 02:30 AM,-40,0.192,0.307,-19
14 Jul 2012 03:00 AM,-41,0.192,0.306,-19
14 Jul 2012 03:30 AM,-41,0.191,0.306,-19
14 Jul 2012 04:00 AM,-41,0.191,0.305,-19
14 Jul 2012 04:30 AM,-41,0.191,0.305,-19
14 Jul 2012 05:00 AM,-41,0.191,0.304,-19
14 Jul 2012 05:30 AM,-41,0.191,0.304,-19
14 Jul 2012 06:00 AM,-42,0.191,0.304,-19
14 Jul 2012 06:30 AM,-41,0.191,0.304,-19
14 Jul 2012 07:00 AM,-42,0.19,0.303,-19
14 Jul 2012 07:30 AM,-42,0.19,0.303,-19
14 Jul 2012 08:00 AM,-42,0.19,0.302,-19
14 Jul 2012 08:30 AM,-42,0.189,0.302,-19
14 Jul 2012 09:00 AM,-42,0.188,0.301,-19
14 Jul 2012 09:30 AM,-43,0.186,0.301,-19
14 Jul 2012 10:00 AM,-43,0.185,0.301,-19
14 Jul 2012 10:30 AM,-43,0.184,0.3,-20
14 Jul 2012 11:00 AM,-43,0.182,0.299,-20
14 Jul 2012 11:30 AM,-43,0.18,0.299,-20
14 Jul 2012 12:00 PM,-44,0.179,0.298,-20
14 Jul 2012 12:30 PM,-44,0.177,0.298,-20
14 Jul 2012 01:00 PM,-44,0.175,0.298,-20
14 Jul 2012 01:30 PM,-45,0.173,0.298,-20
14 Jul 2012 02:00 PM,-45,0.172,0.296,-20
14 Jul 2012 02:30 PM,-45,0.17,0.296,-20
14 Jul 2012 03:00 PM,-46,0.169,0.295,-20
14 Jul 2012 03:30 PM,-46,0.168,0.294,-20
14 Jul 2012 04:00 PM,-46,0.168,0.294,-20
14 Jul 2012 04:30 PM,-47,0.166,0.293,-20
14 Jul 2012 05:00 PM,-48,0.165,0.292,-20
14 Jul 2012 05:30 PM,-48,0.164,0.292,-21
14 Jul 2012 06:00 PM,-48,0.163,0.292,-21
14 Jul 2012 06:30 PM,-49,0.163,0.291,-21
14 Jul 2012 07:00 PM,-49,0.162,0.291,-21
14 Jul 2012 07:30 PM,-50,0.162,0.291,-21
14 Jul 2012 08:00 PM,-50,0.162,0.29,-21
14 Jul 2012 08:30 PM,-50,0.162,0.289,-21
14 Jul 2012 09:00 PM,-51,0.162,0.289,-21
14 Jul 2012 09:30 PM,-51,0.162,0.288,-21
14 Jul 2012 10:00 PM,-51,0.162,0.288,-21
14 Jul 2012 10:30 PM,-51,0.162,0.287,-22
14 Jul 2012 11:00 PM,-51,0.162,0.287,-22
14 Jul 2012 11:30 PM,-51,0.162,0.287,-22
15 Jul 2012 12:00 AM,-51,0.162,0.286,-22
15 Jul 2012 12:30 AM,-51,0.162,0.286,-22
15 Jul 2012 01:00 AM,-52,0.162,0.286,-22
15 Jul 2012 01:30 AM,-52,0.162,0.285,-23
15 Jul 2012 02:00 AM,-52,0.162,0.284,-23
15 Jul 2012 02:30 AM,-52,0.162,0.284,-23
15 Jul 2012 03:00 AM,-52,0.162,0.284,-23
15 Jul 2012 03:30 AM,-52,0.162,0.283,-23
15 Jul 2012 04:00 AM,-52,0.162,0.283,-24
15 Jul 2012 04:30 AM,-53,0.162,0.282,-24
15 Jul 2012 05:00 AM,-52,0.162,0.282,-24
15 Jul 2012 05:30 AM,-52,0.162,0.281,-24
15 Jul 2012 06:00 AM,-53,0.162,0.281,-24
15 Jul 2012 06:30 AM,-53,0.162,0.281,-24
15 Jul 2012 07:00 AM,-53,0.162,0.281,-25
15 Jul 2012 07:30 AM,-53,0.162,0.281,-25
15 Jul 2012 08:00 AM,-53,0.162,0.28,-25
15 Jul 2012 08:30 AM,-53,0.161,0.28,-25
15 Jul 2012 09:00 AM,-53,0.161,0.279,-25
15 Jul 2012 09:30 AM,-53,0.159,0.278,-25
15 Jul 2012 10:00 AM,-54,0.159,0.278,-25
15 Jul 2012 10:30 AM,-54,0.157,0.277,-26
15 Jul 2012 11:00 AM,-54,0.156,0.277,-26
15 Jul 2012 11:30 AM,-54,0.156,0.276,-26
15 Jul 2012 12:00 PM,-55,0.154,0.275,-26
15 Jul 2012 12:30 PM,-55,0.152,0.275,-26
15 Jul 2012 01:00 PM,-55,0.151,0.275,-26
15 Jul 2012 01:30 PM,-55,0.149,0.274,-27
15 Jul 2012 02:00 PM,-56,0.148,0.274,-27
15 Jul 2012 02:30 PM,-56,0.147,0.273,-27
15 Jul 2012 03:00 PM,-57,0.146,0.273,-27
15 Jul 2012 03:30 PM,-57,0.145,0.272,-27
15 Jul 2012 04:00 PM,-57,0.145,0.271,-27
15 Jul 2012 04:30 PM,-58,0.144,0.271,-28
15 Jul 2012 05:00 PM,-58,0.143,0.27,-28
15 Jul 2012 05:30 PM,-59,0.142,0.27,-28
15 Jul 2012 06:00 PM,-59,0.142,0.269,-28
15 Jul 2012 06:30 PM,-59,0.141,0.268,-28
15 Jul 2012 07:00 PM,-60,0.141,0.268,-28
15 Jul 2012 07:30 PM,-60,0.14,0.268,-29
15 Jul 2012 08:00 PM,-60,0.14,0.267,-29
15 Jul 2012 08:30 PM,-61,0.14,0.267,-29
15 Jul 2012 09:00 PM,-61,0.14,0.266,-29
15 Jul 2012 09:30 PM,-61,0.14,0.266,-30
15 Jul 2012 10:00 PM,-62,0.14,0.265,-30
15 Jul 2012 10:30 PM,-62,0.14,0.264,-30
15 Jul 2012 11:00 PM,-62,0.14,0.264,-30
15 Jul 2012 11:30 PM,-62,0.14,0.264,-31
16 Jul 2012 12:00 AM,-62,0.14,0.264,-31
16 Jul 2012 12:30 AM,-63,0.14,0.264,-31
16 Jul 2012 01:00 AM,-63,0.14,0.264,-31
16 Jul 2012 01:30 AM,-63,0.14,0.263,-31
16 Jul 2012 02:00 AM,-63,0.14,0.263,-32
16 Jul 2012 02:30 AM,-63,0.14,0.263,-32
16 Jul 2012 03:00 AM,-63,0.14,0.262,-32
16 Jul 2012 03:30 AM,-64,0.14,0.261,-32
16 Jul 2012 04:00 AM,-64,0.14,0.261,-33
16 Jul 2012 04:30 AM,-64,0.14,0.261,-33
16 Jul 2012 05:00 AM,-64,0.14,0.261,-33
16 Jul 2012 05:30 AM,-64,0.14,0.26,-33
16 Jul 2012 06:00 AM,-64,0.14,0.26,-33
16 Jul 2012 06:30 AM,-64,0.14,0.259,-34
16 Jul 2012 07:00 AM,-64,0.14,0.259,-34
16 Jul 2012 07:30 AM,-64,0.14,0.259,-34
16 Jul 2012 08:00 AM,-64,0.14,0.259,-34
16 Jul 2012 08:30 AM,-64,0.139,0.258,-34
16 Jul 2012 09:00 AM,-64,0.139,0.258,-34
16 Jul 2012 09:30 AM,-64,0.139,0.257,-34
16 Jul 2012 10:00 AM,-64,0.138,0.257,-35
16 Jul 2012 10:30 AM,-65,0.137,0.256,-35
16 Jul 2012 11:00 AM,-65,0.135,0.255,-35
16 Jul 2012 11:30 AM,-66,0.135,0.254,-36
16 Jul 2012 12:00 PM,-65,0.134,0.254,-36
16 Jul 2012 12:30 PM,-66,0.134,0.254,-36
16 Jul 2012 01:00 PM,-66,0.134,0.254,-36
16 Jul 2012 01:30 PM,-66,0.134,0.253,-36
16 Jul 2012 02:00 PM,-66,0.134,0.253,-36
16 Jul 2012 02:30 PM,-66,0.132,0.253,-36
16 Jul 2012 03:00 PM,-66,0.132,0.252,-37
16 Jul 2012 03:30 PM,-67,0.131,0.251,-37
16 Jul 2012 04:00 PM,-67,0.129,0.251,-37
16 Jul 2012 04:30 PM,-67,0.128,0.25,-37
16 Jul 2012 05:00 PM,-68,0.128,0.249,-37
16 Jul 2012 05:30 PM,-68,0.128,0.249,-37
16 Jul 2012 06:00 PM,-68,0.127,0.247,-37
16 Jul 2012 06:30 PM,-68,0.126,0.247,-37
16 Jul 2012 07:00 PM,-69,0.125,0.247,-38
16 Jul 2012 07:30 PM,-69,0.125,0.247,-38
16 Jul 2012 08:00 PM,-69,0.125,0.247,-38
16 Jul 2012 08:30 PM,-70,0.125,0.247,-39
16 Jul 2012 09:00 PM,-70,0.125,0.246,-39
16 Jul 2012 09:30 PM,-71,0.125,0.246,-39
16 Jul 2012 10:00 PM,-71,0.125,0.245,-39
16 Jul 2012 10:30 PM,-71,0.125,0.245,-39
16 Jul 2012 11:00 PM,-71,0.125,0.245,-40
16 Jul 2012 11:30 PM,-71,0.125,0.244,-40
17 Jul 2012 12:00 AM,-72,0.125,0.244,-40
17 Jul 2012 12:30 AM,-72,0.125,0.244,-40
17 Jul 2012 01:00 AM,-72,0.125,0.244,-40
17 Jul 2012 01:30 AM,-72,0.125,0.243,-40
17 Jul 2012 02:00 AM,-72,0.125,0.243,-41
17 Jul 2012 02:30 AM,-72,0.125,0.243,-41
17 Jul 2012 03:00 AM,-72,0.125,0.242,-41
17 Jul 2012 03:30 AM,-73,0.125,0.242,-41
17 Jul 2012 04:00 AM,-73,0.125,0.242,-41
17 Jul 2012 04:30 AM,-73,0.125,0.242,-42
17 Jul 2012 05:00 AM,-73,0.125,0.241,-42
17 Jul 2012 05:30 AM,-73,0.125,0.241,-42
17 Jul 2012 06:00 AM,-73,0.125,0.241,-42
17 Jul 2012 06:30 AM,-73,0.125,0.241,-43
17 Jul 2012 07:00 AM,-74,0.125,0.24,-43
17 Jul 2012 07:30 AM,-74,0.125,0.24,-43
17 Jul 2012 08:00 AM,-74,0.125,0.24,-43
17 Jul 2012 08:30 AM,-74,0.125,0.239,-43
17 Jul 2012 09:00 AM,-74,0.125,0.239,-43
17 Jul 2012 09:30 AM,-74,0.125,0.238,-44
17 Jul 2012 10:00 AM,-74,0.124,0.237,-43
17 Jul 2012 10:30 AM,-74,0.123,0.237,-43
17 Jul 2012 11:00 AM,-74,0.123,0.237,-44
17 Jul 2012 11:30 AM,-75,0.122,0.236,-44
17 Jul 2012 12:00 PM,-75,0.121,0.236,-44
17 Jul 2012 12:30 PM,-75,0.12,0.236,-44
17 Jul 2012 01:00 PM,-75,0.118,0.235,-44
17 Jul 2012 01:30 PM,-75,0.117,0.234,-44
17 Jul 2012 02:00 PM,-76,0.117,0.234,-44
17 Jul 2012 02:30 PM,-76,0.116,0.234,-45
17 Jul 2012 03:00 PM,-76,0.115,0.233,-45
17 Jul 2012 03:30 PM,-76,0.115,0.232,-45
17 Jul 2012 04:00 PM,-77,0.114,0.232,-45
17 Jul 2012 04:30 PM,-77,0.114,0.231,-45
17 Jul 2012 05:00 PM,-77,0.113,0.23,-45
17 Jul 2012 05:30 PM,-78,0.113,0.23,-46
17 Jul 2012 06:00 PM,-78,0.113,0.23,-46
17 Jul 2012 06:30 PM,-78,0.113,0.23,-46
17 Jul 2012 07:00 PM,-78,0.112,0.23,-46
17 Jul 2012 07:30 PM,-79,0.112,0.229,-46
17 Jul 2012 08:00 PM,-79,0.112,0.229,-46
17 Jul 2012 08:30 PM,-79,0.112,0.229,-46
17 Jul 2012 09:00 PM,-80,0.112,0.228,-46
17 Jul 2012 09:30 PM,-80,0.112,0.228,-46
17 Jul 2012 10:00 PM,-80,0.112,0.227,-46
17 Jul 2012 10:30 PM,-80,0.112,0.227,-47
17 Jul 2012 11:00 PM,-80,0.112,0.227,-47
17 Jul 2012 11:30 PM,-81,0.111,0.227,-48
18 Jul 2012 12:00 AM,-81,0.111,0.227,-48
18 Jul 2012 12:30 AM,-82,0.111,0.227,-48
18 Jul 2012 01:00 AM,-82,0.111,0.226,-48
18 Jul 2012 01:30 AM,-82,0.111,0.226,-49
18 Jul 2012 02:00 AM,-82,0.111,0.226,-49
18 Jul 2012 02:30 AM,-82,0.111,0.225,-49
18 Jul 2012 03:00 AM,-82,0.111,0.225,-49
18 Jul 2012 03:30 AM,-83,0.111,0.225,-49
18 Jul 2012 04:00 AM,-83,0.111,0.225,-49
18 Jul 2012 04:30 AM,-83,0.111,0.225,-50
18 Jul 2012 05:00 AM,-83,0.111,0.224,-50
18 Jul 2012 05:30 AM,-84,0.111,0.224,-50
18 Jul 2012 06:00 AM,-84,0.111,0.224,-51
18 Jul 2012 06:30 AM,-84,0.111,0.224,-51
18 Jul 2012 07:00 AM,-84,0.111,0.224,-51
18 Jul 2012 07:30 AM,-84,0.111,0.224,-51
18 Jul 2012 08:00 AM,-84,0.111,0.223,-51
18 Jul 2012 08:30 AM,-84,0.111,0.223,-52
18 Jul 2012 09:00 AM,-84,0.111,0.222,-52
18 Jul 2012 09:30 AM,-84,0.111,0.222,-52
18 Jul 2012 10:00 AM,-84,0.11,0.221,-52
18 Jul 2012 10:30 AM,-84,0.109,0.22,-52
18 Jul 2012 11:00 AM,-85,0.108,0.22,-52
18 Jul 2012 11:30 AM,-85,0.108,0.22,-52
18 Jul 2012 12:00 PM,-86,0.107,0.219,-52
